Recording timestamp	Sensor	Project name	Participant name	Recording name	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (DACSpx)	Presented Media position Y (DACSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height	Mouse position X	Mouse position Y
0		Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																			RecordingStart																																																										
9671	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-312.0	792.0
25554	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-318.0	785.0
41496	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-322.0	781.0
57504	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-328.0	777.0
73468	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-332.0	774.0
89471	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-335.0	770.0
105508	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-337.0	769.0
121474	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-339.0	767.0
137477	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-340.0	766.0
153458	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-342.0	765.0
169465	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																																												-343.0	765.0
193485	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																													EyesNotFound	175.0	1.0													-343.0	764.0
195901		Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																			Eye tracker TTL in	255																																									EyesNotFound	175.0	1.0														
195901	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
204238	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
212575	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
220917	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
225475	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																													EyesNotFound	175.0	1.0													-344.0	764.0
229250	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
237583	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
245917	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
249476	Mouse	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																																													EyesNotFound	175.0	1.0													-344.0	763.0
254250	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
262583	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
270917	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
279250	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
287584	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
295919	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
304254	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
312588	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
320923	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
329259	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
337593	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
345926	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
354259	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
362592	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																																			Invalid	Invalid																									EyesNotFound	175.0	1.0														
370927	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					841.0	1323.0	845.0	1324.0	837.0	1321.0	0.00726	0.39018	-0.92071	-0.09943	0.39128	-0.91489	4.33	3.37	Valid	Valid	227.9	116.8	583.4	292.9	117.0	576.2	232.5	364.0	230.3	363.4															Fixation	100.0	1.0	844.0	1322.0												
379260	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					842.0	1323.0	847.0	1327.0	837.0	1318.0	0.00772	0.39142	-0.92018	-0.09987	0.3901	-0.91534	4.33	3.37	Valid	Valid	227.9	116.8	583.4	292.9	117.0	576.2	232.8	364.9	230.1	362.5															Fixation	100.0	1.0	844.0	1322.0												
387594	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					840.0	1322.0	848.0	1323.0	832.0	1320.0	0.00855	0.39002	-0.92077	-0.10178	0.39069	-0.91488	4.34	3.37	Valid	Valid	227.9	116.8	583.4	293.0	117.0	576.2	233.3	363.9	228.9	363.0															Fixation	100.0	1.0	844.0	1322.0												
395928	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					844.0	1321.0	850.0	1323.0	838.0	1319.0	0.0093	0.38985	-0.92083	-0.09924	0.39052	-0.91523	4.34	3.37	Valid	Valid	227.9	116.8	583.5	293.0	117.0	576.2	233.8	363.8	230.5	362.8															Fixation	100.0	1.0	844.0	1322.0												
404263	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					846.0	1322.0	850.0	1326.0	842.0	1318.0	0.00935	0.39108	-0.92031	-0.09739	0.3901	-0.91561	4.34	3.37	Valid	Valid	227.9	116.8	583.4	293.0	116.9	576.3	233.8	364.7	231.7	362.5															Fixation	100.0	1.0	844.0	1322.0												
412598	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					846.0	1323.0	848.0	1326.0	844.0	1320.0	0.00841	0.39107	-0.92032	-0.09663	0.39067	-0.91544	4.34	3.37	Valid	Valid	227.9	116.8	583.4	293.0	117.0	576.2	233.2	364.7	232.2	362.9															Fixation	100.0	1.0	844.0	1322.0												
420932	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					845.0	1322.0	848.0	1325.0	842.0	1319.0	0.0083	0.39087	-0.92041	-0.09779	0.39048	-0.9154	4.34	3.38	Valid	Valid	227.9	116.8	583.3	293.0	116.9	576.2	233.2	364.5	231.4	362.8															Fixation	100.0	1.0	844.0	1322.0												
429267	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					845.0	1324.0	848.0	1326.0	842.0	1322.0	0.00823	0.39105	-0.92033	-0.09767	0.39173	-0.91488	4.35	3.38	Valid	Valid	227.9	116.8	583.3	293.0	117.0	576.2	233.1	364.6	231.5	363.7															Fixation	100.0	1.0	844.0	1322.0												
437601	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					847.0	1321.0	849.0	1324.0	845.0	1319.0	0.00877	0.39024	-0.92067	-0.0962	0.39039	-0.91561	4.35	3.37	Valid	Valid	227.9	116.8	583.3	293.0	117.0	576.2	233.5	364.0	232.5	362.6															Fixation	100.0	1.0	844.0	1322.0												
445935	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					844.0	1322.0	850.0	1326.0	839.0	1319.0	0.00917	0.39102	-0.92034	-0.09902	0.39038	-0.91532	4.35	3.38	Valid	Valid	227.9	116.8	583.3	293.0	117.0	576.2	233.7	364.6	230.7	362.7															Fixation	100.0	1.0	844.0	1322.0												
454269	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					845.0	1323.0	851.0	1325.0	838.0	1321.0	0.00945	0.39068	-0.92048	-0.09915	0.39102	-0.91502	4.36	3.39	Valid	Valid	227.9	116.8	583.3	293.0	117.0	576.1	233.9	364.4	230.6	363.2															Fixation	100.0	1.0	844.0	1322.0												
462602	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					847.0	1324.0	853.0	1327.0	841.0	1320.0	0.01064	0.39149	-0.92012	-0.09818	0.3908	-0.91523	4.36	3.39	Valid	Valid	227.9	116.8	583.3	293.0	117.0	576.1	234.7	365.0	231.2	363.0															Fixation	100.0	1.0	844.0	1322.0												
470936	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					849.0	1314.0	857.0	1311.0	842.0	1318.0	0.01244	0.38551	-0.92262	-0.09781	0.39006	-0.91558	4.37	3.39	Valid	Valid	227.9	116.8	583.2	293.0	116.9	576.2	235.8	360.5	231.5	362.4															Saccade	92.0	1.0														
479270	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					835.0	1195.0	824.0	1195.0	846.0	1194.0	-0.00198	0.34175	-0.93979	-0.09789	0.34312	-0.93417	4.38	3.41	Valid	Valid	227.9	116.6	583.0	293.0	116.7	576.2	226.7	328.6	232.6	328.4															Saccade	92.0	1.0														
487603	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					825.0	993.0	806.0	996.0	845.0	990.0	-0.01042	0.26106	-0.96527	-0.10102	0.25953	-0.96044	4.42	3.44	Valid	Valid	227.9	116.3	583.2	292.9	116.4	576.2	221.7	274.0	232.3	272.1															Saccade	92.0	1.0														
495937	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					795.0	838.0	773.0	841.0	816.0	834.0	-0.02571	0.19374	-0.98072	-0.11564	0.19175	-0.97461	4.42	3.45	Valid	Valid	228.0	116.0	583.2	292.8	116.1	576.2	212.7	231.2	224.4	229.5															Saccade	92.0	1.0														
504271	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					778.0	694.0	760.0	699.0	796.0	689.0	-0.03213	0.12992	-0.991	-0.12583	0.12586	-0.98404	4.42	3.43	Valid	Valid	228.0	115.7	583.1	292.7	115.9	576.1	209.1	192.2	219.0	189.5															Saccade	92.0	1.0														
512605	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					785.0	576.0	769.0	577.0	801.0	575.0	-0.0281	0.07388	-0.99687	-0.12431	0.07296	-0.98956	4.42	3.44	Valid	Valid	228.0	115.5	583.1	292.6	115.6	576.1	211.6	158.7	220.3	158.1															Saccade	92.0	1.0														
520938	Eye Tracker	Project28	Participant1	Recording1	267125	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0																					762.0	488.0	753.0	490.0	772.0	487.0	-0.03589	0.03308	-0.99881	-0.13799	0.03186	-0.98992	4.43	3.46	Valid	Valid	227.9	115.3	583.1	292.6	115.5	575.9	207.0	134.6	212.3	134.0															Saccade	92.0	1.0														
